Restaurant Name,Location,Menu Item,Veg/Non-Veg,Description,Cost,Rating,Special Features,Operating Hours,Phone Number
Chatori Galli,"Lucknow, India",Mushroom Matar Masala,Veg Item,"A delectable combination of mushrooms and green peas, bursting with flavors that will satisfy any vegetarian palate. This item is customizable. Swipe right to add item to cart.",249,2.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Aloo Sbazi,Veg Item,Mouthwatering Indian main course bursting with rich flavors and aromatic spices. This item is customizable. Swipe right to add item to cart.,110,3.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Matar Paneer,Veg Item,"A delectable vegetarian delight featuring a harmonious blend of green peas and creamy cubes of cottage cheese, perfect for a satisfying main course. This item is customizable. Swipe right to add item to cart.",180,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Aloo Jeera,Veg Item,A fragrant and flavorful potato dish seasoned with aromatic cumin seeds. This item is customizable. Swipe right to add item to cart.,99,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chilli Paneer Gravy,Veg Item,A delectable vegetarian delight filled with succulent paneer drenched in a luscious and flavorful gravy. This item is customizable. Swipe right to add item to cart.,249,2.6,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Plain Dal,Veg Item,"A simple and comforting vegetarian staple, perfect for a satisfying and hearty main course. This item is customizable. Swipe right to add item to cart.",99,2.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Dal Fry,Veg Item,A delectable and flavorful vegetarian dish perfect for a wholesome and satisfying main course. This item is customizable. Swipe right to add item to cart.,130,3.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Butter Masala,Veg Item,A rich and creamy Indian delicacy made with tender paneer simmered in a delectable buttery sauce. This item is customizable. Swipe right to add item to cart.,220,2.6,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Kadhai Paneer,Veg Item,"A rich and flavorful vegetarian main course featuring succulent paneer cooked in a traditional kadhai, showcasing the best of Indian flavors. This item is customizable. Swipe right to add item to cart.",230,2.6,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Do Pyaza,Veg Item,A succulent and flavorful vegetarian main course bursting with rich and aromatic flavors. This item is customizable. Swipe right to add item to cart.,250,2.7,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Mushroom Masala,Veg Item,A rich and flavorful mushroom dish that will satisfy your cravings for a hearty veggie main course. This item is customizable. Swipe right to add item to cart.,250,2.6,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Korma,Veg Item,A creamy and flavorful Indian specialty featuring a succulent paneer in a rich and aromatic curry sauce. This item is customizable. Swipe right to add item to cart.,220,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Bhurji,Veg Item,A delectable and flavorful vegetarian delight from India that will satisfy your cravings for a hearty main course. This item is customizable. Swipe right to add item to cart.,140,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Mushroom Matar Masala,Veg Item,A rich and flavorful combination of mushrooms and green peas cooked in a delectable tomato-based gravy. This item is customizable. Swipe right to add item to cart.,249,3.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Aloo Sbazi,Veg Item,Aloo Sbazi is a delectable vegetarian main course that will leave you craving for more with its tantalizing flavors. This item is customizable. Swipe right to add item to cart.,110,2.3,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Matar Paneer,Veg Item,"A flavorful and comforting Indian delicacy filled with soft, creamy paneer cheese and tender green peas. This item is customizable. Swipe right to add item to cart.",180,3.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Aloo Jeera,Veg Item,A flavorful and aromatic vegetarian main course with a delightful blend of potatoes and cumin. This item is customizable. Swipe right to add item to cart.,99,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chilli Paneer Gravy,Veg Item,A flavorful and creamy delight featuring succulent paneer in a rich and luscious gravy that will leave you craving more. This item is customizable. Swipe right to add item to cart.,249,2.9,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chole Bhatura,Veg Item,"A flavorful and satisfying combination of a delectable curry and fluffy, deep-fried bread that will tantalize your taste buds. Swipe right to add item to cart.",120,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Jeera Rice,Veg Item,Deliciously seasoned rice sauteed with aromatic and flavorful spices. This item is customizable. Swipe right to add item to cart.,110,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Veg Fried Rice,Veg Item,A flavorful and enticing rice dish packed with a medley of vegetables. This item is customizable. Swipe right to add item to cart.,110,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chicken Fried,Non-veg item,"A savory fusion of golden-brown fried chicken paired with aromatic rice, offering a delightful blend of flavors. This item is customizable. Swipe right to add item to cart.",199,2.9,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Fried Rice,Veg Item,"An aromatic fusion of fluffy rice and fragrant spices stir-fried with succulent paneer, creating a delightful harmony of flavors. This item is customizable. Swipe right to add item to cart.",145,2.9,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Veg Biryani,Veg Item,"A flavorful rice dish infused with aromatic spices and a medley of vegetables, serving satisfaction in every bite. This item is customizable. Swipe right to add item to cart.",140,2.5,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Steamed Rice,Veg Item,"A delightful and flavorful rice dish, perfected through the art of steaming. This item is customizable. Swipe right to add item to cart.",99,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chicken Biryani,Non-veg item,A delectable rice dish showcasing succulent chicken and aromatic flavors. This item is customizable. Swipe right to add item to cart.,220,2.5,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Tawa Roti,Veg Item,A delectable and flavorful Indian bread cooked on a hot Tawa. Swipe right to add item to cart.,15,3.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Barbeque Paneer Paratha,Veg Item,"A flavorful combination of tender paneer and a smoky barbeque sauce, stuffed in a fluffy paratha. Swipe right to add item to cart.",120,2.7,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Butter Roti,Veg Item,A scrumptious and flavorful bread cooked with a generous amount of butter. Swipe right to add item to cart.,20,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Aloo Pyaz Mix Paratha,Veg Item,A flavorful combination of potatoes and onions stuffed inside a mouthwatering bread. Swipe right to add item to cart.,85,2.5,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Aloo Paratha,Veg Item,"A flavorful and savory bread filled with a delicious, mouthwatering stuffing. Swipe right to add item to cart.",70,2.7,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Paratha,Veg Item,"A flavorful and savory Indian bread stuffed with a delightful cheesy filling, offering a mouthwatering treat for bread lovers. Swipe right to add item to cart.",99,3.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Gobi Paratha,Veg Item,"A flavorful and satisfying bread with a delightful filling, perfect for a mouthwatering vegetarian treat. Swipe right to add item to cart.",80,3.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Mix Vegetable Paratha,Veg Item,A delectable blend of assorted vegetables wrapped in a flavorful and satisfying bread. Swipe right to add item to cart.,80,2.6,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Pyaz Mix Paratha,Veg Item,Deliciously layered bread filled with an irresistible combination of paneer and caramelized onions. Swipe right to add item to cart.,110,2.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Egg Paratha,Non-veg item,"A flavorful and satisfying combination of eggs and flaky paratha, perfect for any time of day. Swipe right to add item to cart.",99,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Cold Coffee,Veg Item,"A refreshing and indulgent blend of velvety smoothness and rich flavors, this chilled beverage is perfect for coffee lovers seeking a cool and satisfying treat. Swipe right to add item to cart.",110,2.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Hot Coffee,Veg Item,"A tantalizing blend of warmth and rich flavors, with a smooth and comforting taste that will invigorate your senses. Swipe right to add item to cart.",60,2.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Special Tea,Veg Item,A fragrant and refreshing blend of flavors that will delight your taste buds. Swipe right to add item to cart.,30,3.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Tea,Veg Item,A refreshing and aromatic beverage that delights the taste buds with its soothing and comforting flavors. Swipe right to add item to cart.,20,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Kulladh Tea,Veg Item,"A satisfying and aromatic traditional tea served in a clay cup, perfect for a soothing and refreshing experience. Swipe right to add item to cart.",35,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Black Coffee,Veg Item,A rich and bold beverage with a deep flavor profile that is satisfyingly smooth. Swipe right to add item to cart.,30,3.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Black Tea,Veg Item,"Indulge in the rich, aromatic flavors of our refreshing and soothing Black Tea beverage. Swipe right to add item to cart.",20,2.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Mineral water 1 lite,Veg Item,Mineral water Swipe right to add item to cart.,25,2.6,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Roll,Veg Item,"A delectable veg roll bursting with flavorful ingredients, perfect for a delightful meal. Swipe right to add item to cart.",120,2.3,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Egg paneer roll,Non-veg item,"A flavorful combination of succulent egg and creamy paneer, rolled into a delectable treat bursting with taste. Swipe right to add item to cart.",149,3.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Egg Roll,Non-veg item,"Delicious rolls filled with a delectable egg mixture, offering a savory and satisfying bite. Swipe right to add item to cart.",99,2.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Egg chicken roll,Non-veg item,"A savory and delectable blend of succulent chicken and fluffy eggs, perfectly wrapped in a wholesome roll. Swipe right to add item to cart.",169,2.3,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer chicken roll,Non-veg item,"A delectable combination of succulent chicken and soft paneer, wrapped in a delicate roll. Swipe right to add item to cart.",179,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Cheese Burger,Veg Item,Mouthwatering veggie burger oozing with melty cheese. Swipe right to add item to cart.,90,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Vegetarian Burger,Veg Item,"A mouthwatering burger packed with savory flavors and a satisfying texture, perfect for vegetarians. Swipe right to add item to cart.",60,2.5,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Cheese Burger [Double],Veg Item,"A mouthwatering burger packed with savory cheese, perfect for those who crave double the deliciousness. Swipe right to add item to cart.",120,3.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Burger,Veg Item,"A flavorful and satisfying vegetarian option, this scrumptious burger offers a delightful combination of paneer and other delightful ingredients. Swipe right to add item to cart.",80,2.9,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chicken Burger,Non-veg item,"A succulent and satisfying burger with tender chicken and mouthwatering flavors, perfect for meat lovers. Swipe right to add item to cart.",120,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Mixed vegetable soup,Veg Item,A flavorful medley of fresh and seasonal vegetables come together in this comforting bowl of goodness. Swipe right to add item to cart.,99,3.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Hot and sour soup,Veg Item,"A flavorful blend of tangy and savory, this veggie soup is sure to tantalize your taste buds with its zesty flavors. Swipe right to add item to cart.",99,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Sweet corn soup,Veg Item,"A delectable veg delight delicately blending the natural sweetness of corn with a smooth, comforting texture. Swipe right to add item to cart.",99,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Tomato soup,Veg Item,A comforting and flavorful soup bursting with the natural sweetness of tomatoes. Swipe right to add item to cart.,99,2.7,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Veg Grilled Sandwich,Veg Item,A delectable grilled sandwich bursting with flavorful vegetables. Swipe right to add item to cart.,55,2.9,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chesse Grilled Sandwich,Veg Item,"A delectable grilled sandwich with melted cheese, bursting with flavors and perfect for vegetarians. Swipe right to add item to cart.",75,3.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Vegtarian Sandwich,Veg Item,A delightful sandwich filled with fresh and flavorful vegetarian ingredients. Swipe right to add item to cart.,50,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chesse Sandwich,Veg Item,"A comforting and flavorful sandwich that bursts with gooey, melted cheese in every bite. Swipe right to add item to cart.",70,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Sandwich,Veg Item,"A delightful and savory vegetarian treat nestled between soft bread, perfect for a quick and satisfying meal. Swipe right to add item to cart.",80,2.3,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Potato Sandwich,Veg Item,A delightful and satisfying veg sandwich packed with a mouthwatering filling. Swipe right to add item to cart.,70,2.7,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Potato Grilled Sandwich,Veg Item,A grilled sandwich with a flavorful filling that will satisfy your cravings for a savory and satisfying vegetarian meal. Swipe right to add item to cart.,75,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Elaichi Chai,Veg Item,"Serves 1 | Large(3 cups, 150 ml each) Swipe right to add item to cart.",55,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Veg Burger 1 Pcs,Veg Item,"Serves 1 | Savor a juicy and flavorful veggie patty sandwiched between soft buns, perfect for any time of the day. Swipe right to add item to cart.",70,2.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Plain Maggi,Veg Item,Serves 1 | Serve one Swipe right to add item to cart.,70,2.5,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",French Fries,Veg Item,Serves 1 | Serve one Swipe right to add item to cart.,80,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Terrace Hotel,"Vishal Khand, Lucknow",Chicken Tikka (6pcs),Non-veg item,Serves 1/6 Pc Chciken Tikka This item is customizable. Swipe right to add item to cart.,299,4.6,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Chicken Chilly Semi Gravy(10pc),Non-veg item,Serves 1/10Pc Chicken Chilly Semi Gravy This item is customizable. Swipe right to add item to cart.,249,4.3,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Dal Makhani(500ml),Veg Item,Serves 1/500ml dal makhani topped with cream This item is customizable. Swipe right to add item to cart.,249,3.8,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Paneer Butter Masala(12pc),Veg Item,Serves 1/12 pc paneer butter masala(500ml) This item is customizable. Swipe right to add item to cart.,249,3.2,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Plain Rice,Veg Item,Serves 1/STEAMED RICE(300G) This item is customizable. Swipe right to add item to cart.,99,4.5,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Veg Biryani Mini,Veg Item,Serves 1/300 Grams Veg Biryani This item is customizable. Swipe right to add item to cart.,149,4.3,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Veg Hakka Noodles,Veg Item,Serves 1/ Indian-Chinese style noodles made with unleavened refined flour woked with vegies This item is customizable. Swipe right to add item to cart.,69,4.2,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Chicken Leg Biryani Offer,Non-veg item,Serves 1/ Chicken Leg Biryani (300 Grams) This item is customizable. Swipe right to add item to cart.,69,4.1,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow","Chicken Tikka Biryani(2pc,250grams)",Non-veg item,Serves 1/ 2 pieces chicken tikka with 250grams biryani Swipe right to add item to cart.,69,4.1,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Boneless Chicken Biryani(2pc),Non-veg item,Serves 1/ 2pieces boneless chicken biryani This item is customizable. Swipe right to add item to cart.,49,4.1,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Boneless Butter Chicken (4pc),Non-veg item,Serves 1/ 4 Piece Boneless Butter Chicken (250 Grams) This item is customizable. Swipe right to add item to cart.,69,4.0,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Fried Rice,Veg Item,Serves 1/Indo-Chinese style vegetable fried rice This item is customizable. Swipe right to add item to cart.,149,4.1,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Chola Rice Combo,Veg Item,Serves 1/250 Grams Chola Curry With 200 Grams Plain Rice This item is customizable. Swipe right to add item to cart.,49,4.0,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Dal Makhani Rice Combo,Veg Item,Serves 1/250 Grams Dal Makhani With 200Grams Rice This item is customizable. Swipe right to add item to cart.,179,3.9,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Dal Tadka Rice Combo,Veg Item,Serves 1/300 Grams Dal Arhar Spiced With Garlic And Red Chilli Whole This item is customizable. Swipe right to add item to cart.,179,3.9,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Rajma Rice Combo,Veg Item,Serves 1/250Grams Rajma Curry With 200Grams Plain Rice This item is customizable. Swipe right to add item to cart.,49,4.0,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Mini Gulab Jamun(2pc),Veg Item,Serves 1 /2 pieces mini Gulab Jamun Swipe right to add item to cart.,49,3.7,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Mini Gulab Jamun(4pc),Veg Item,Serves 1 / 4 pieces mini gulab jamun Swipe right to add item to cart.,99,3.4,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Mini Gulab Jamun(10pc),Veg Item,10 pieces mini gulab jamun Swipe right to add item to cart.,199,3.0,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Mineral Water(1ltr),Veg Item,1 liter bottled water Swipe right to add item to cart.,49,NA,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Cold Drink 250ml,Veg Item,250 ml coke/pepsi Swipe right to add item to cart.,49,4.0,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Fish & Chips,Non-veg item,Serves 1/ batter fried fish fillet served with fries and mayo This item is customizable. Swipe right to add item to cart.,199,3.7,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Hot Garlic Chicken Wings,Non-veg item,Wok tossed hot garlic wings This item is customizable. Swipe right to add item to cart.,199,4.2,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Boneless Butter Chicken (2pcs),Non-veg item,Serves 1/ 2pieces boneless butter chicken This item is customizable. Swipe right to add item to cart.,69,4.0,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Chicken Chilly Semi Gravy,Non-veg item,Serves 1/ Chilly Chicken Semi Gravy This item is customizable. Swipe right to add item to cart.,149,4.3,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Chicken Chilly Dry,Non-veg item,Serves 1/Chicken Chilly dry This item is customizable. Swipe right to add item to cart.,179,4.2,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Chicken Tikka Offer,Non-veg item,Serves 1/ 4 Pieces Chicken Tikka This item is customizable. Swipe right to add item to cart.,69,4.2,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Murg Malai Tikka Offer,Non-veg item,Serves 1/ 4 Pieces Murg Malai Tikka This item is customizable. Swipe right to add item to cart.,179,4.2,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Chicken Lollipop,Non-veg item,Serves 1/Chicken lollipop This item is customizable. Swipe right to add item to cart.,179,4.1,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Egg Curry (2pc) Offer,Non-veg item,Serves 1/ 2 Piece Egg Curry (Qty:300Ml) This item is customizable. Swipe right to add item to cart.,49,3.8,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Egg Curry Rice Offer,Non-veg item,Serves 1/ 1 Piece Egg Curry With 200 Grams Rice This item is customizable. Swipe right to add item to cart.,179,4.1,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Egg Curry Combo,Non-veg item,Serves 1/ 2 piece egg curry with 4 tawa roti This item is customizable. Swipe right to add item to cart.,179,3.4,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Boiled Egg,Non-veg item,Serves 1/ 4 Pieces hard boiled Egg This item is customizable. Swipe right to add item to cart.,49,4.8,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Dal Makhani+lachha Paratha (2pcs Bread),Veg Item,Serves 1/300 Ml Dal+2 Lachha Paratha This item is customizable. Swipe right to add item to cart.,199,3.7,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Dal Makhani+veg Biryani,Veg Item,Serves 1/300Ml Dal+250G Veg Biryani This item is customizable. Swipe right to add item to cart.,199,4.2,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Fried Rice+manchurian Gravy,Veg Item,Serves 1/250G Rice +7 Pc Manchurian This item is customizable. Swipe right to add item to cart.,249,4.1,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Kadhai Paneer +lachha Paratha,Veg Item,Serves 1/300Ml Paneer/7 Pc + 2 Lachha Paratha This item is customizable. Swipe right to add item to cart.,249,4.2,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Noodles+manchurian Gravy,Veg Item,Serves 1/300G Noodles +7 Pc Manchurian This item is customizable. Swipe right to add item to cart.,249,4.3,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Paneer Butter Masala+naan,Veg Item,Serves 1/300Ml Paneer/7 Pc Paneer Plus 2 Naan This item is customizable. Swipe right to add item to cart.,249,3.7,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Paneer Butter Masala+lachha Paratha,Veg Item,Serves 1/300Ml Paneer/7 Pc+ 2 Lachha Paratha This item is customizable. Swipe right to add item to cart.,249,3.8,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Rajma Veg Biryani Rice,Veg Item,Serves 1/ 300Grams Rajma Served With 250 Grams Biryani Rice This item is customizable. Swipe right to add item to cart.,179,4.2,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Boneless Butter Chicken+ulta Tawa Paratha,Non-veg item,Serves 1/300Ml/2 Pc Chicken+2 Paratha This item is customizable. Swipe right to add item to cart.,249,4.0,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
Terrace Hotel,"Vishal Khand, Lucknow",Boneless Butter Chicken+biryani Rice,Non-veg item,Serves 1/300Ml/2 Pc Chicken+250G Biryani Rice This item is customizable. Swipe right to add item to cart.,249,4.1,"Vegetarian, Family Friendly",9 AM - 9 PM,+91 9988776655
